tenure_months,monthly_charges,support_calls,contract_type,is_paperless,churn
11.0,94.25,0,1,1,1
14.0,73.78,0,1,1,0
13.8,50.3,0,2,1,0
26.3,87.34,0,0,1,0
24.3,63.66,0,2,1,0
26.5,77.02,1,1,1,0
15.7,53.37,2,1,0,0
28.1,53.72,1,0,1,0
37.9,79.64,1,1,0,0
10.5,67.63,4,0,1,1
21.9,50.73,1,1,1,0
26.3,48.32,0,2,0,0
22.5,78.56,1,0,0,0
21.9,100.53,1,0,0,1
41.5,49.21,3,0,0,0
36.7,79.23,0,2,1,0
32.3,10.0,1,2,1,0
16.2,38.45,3,2,0,0
46.3,79.22,3,1,0,0
27.5,97.27,0,1,1,0
18.1,67.14,1,0,1,0
20.5,76.69,0,0,0,0
19.0,71.05,1,2,0,1
45.1,85.86,0,1,1,0
25.9,44.54,1,0,0,0
24.5,78.52,0,1,0,0
2.3,57.39,1,0,0,0
31.2,59.28,2,1,0,0
13.3,65.88,1,0,1,0
12.6,61.92,2,1,0,0
30.0,50.81,3,0,0,1
15.2,60.94,2,2,0,0
32.2,47.31,2,1,1,0
35.1,95.26,0,2,0,0
6.0,79.83,3,1,1,1
22.5,57.84,1,2,1,0
8.1,97.43,0,1,0,0
23.3,91.42,1,1,1,0
33.0,75.66,1,2,1,0
10.2,55.47,3,0,0,0
41.9,71.13,1,1,0,0
20.8,77.34,1,2,0,0
12.0,93.5,1,2,1,0
22.6,62.48,2,0,1,1
31.8,54.85,0,0,0,0
10.1,111.34,3,0,0,1
23.9,93.47,3,0,0,1
10.1,72.23,6,2,1,1
35.9,47.87,2,0,1,0
25.4,75.68,0,2,0,0
19.6,88.15,0,0,1,0
34.2,80.97,0,2,1,1
10.9,82.34,1,2,1,1
19.9,66.91,1,0,1,0
42.3,88.54,1,0,1,0
22.6,54.12,0,0,1,0
37.4,57.35,2,0,1,0
25.8,56.15,0,2,1,0
16.8,53.27,2,1,1,0
21.3,104.57,5,2,1,1
24.6,32.51,1,1,1,1
19.7,70.68,1,2,1,0
15.6,46.5,2,1,1,0
16.0,41.38,4,0,0,1
9.0,67.95,0,1,0,0
24.9,34.95,3,1,1,0
27.7,64.13,1,0,1,0
31.3,111.32,0,2,1,1
5.7,63.69,1,0,0,0
31.8,74.94,2,2,1,0
23.6,49.05,0,0,0,1
9.5,75.41,3,2,1,1
24.8,36.3,1,1,0,0
31.9,69.59,1,1,0,0
29.0,63.26,4,1,1,0
31.0,108.73,5,1,0,1
33.2,63.94,4,0,0,1
32.7,58.41,2,0,0,0
23.4,54.46,3,1,0,1
3.0,41.74,2,2,1,0
16.2,80.75,2,2,1,1
27.3,94.23,2,0,0,0
19.1,58.05,2,0,1,1
30.6,79.52,1,1,1,0
31.8,58.36,1,0,0,0
24.3,73.37,1,1,1,0
42.6,74.49,2,0,0,0
14.0,36.9,3,0,0,1
33.1,49.99,2,0,0,0
19.1,83.93,2,0,1,1
16.0,27.41,1,0,0,0
29.7,65.44,1,1,0,0
17.6,58.44,3,0,0,1
32.4,46.8,3,0,0,0
12.1,66.25,3,0,1,1
24.2,71.38,1,0,0,0
15.4,75.97,5,1,0,1
21.5,12.85,4,2,0,0
20.1,98.67,3,0,0,1
12.5,55.71,2,0,1,1
30.4,85.98,0,0,1,1
11.4,62.78,1,2,1,0
14.0,53.61,2,1,1,0
32.7,63.91,2,2,0,0
33.5,128.42,3,1,0,1
30.5,96.4,0,0,1,1
27.2,58.25,2,0,0,0
46.6,69.69,2,1,1,0
11.7,87.55,1,0,0,0
16.4,76.74,0,1,1,0
13.9,66.82,4,1,0,1
32.8,61.38,2,1,1,0
26.7,43.64,1,0,0,0
34.9,80.12,1,1,0,0
33.6,87.13,2,0,0,1
21.6,109.68,1,1,1,0
15.6,54.2,1,2,0,0
13.9,78.1,1,1,0,1
46.0,64.45,3,1,0,0
33.5,90.2,0,2,1,0
29.8,63.12,2,0,1,0
20.5,52.14,0,1,0,0
21.9,31.31,4,2,0,0
20.4,79.37,5,0,0,1
20.6,68.29,0,0,1,0
0.0,87.54,2,0,1,1
23.2,54.07,2,0,1,0
20.0,116.92,2,0,1,1
26.7,50.92,2,1,0,0
25.9,75.34,1,1,0,0
32.4,73.38,2,0,1,0
23.7,87.15,0,0,1,1
31.8,61.77,3,1,1,0
0.0,46.74,1,1,1,0
12.8,45.31,2,0,0,1
41.1,81.34,2,2,0,0
11.7,67.15,4,0,0,1
21.1,71.92,2,2,0,1
30.9,48.75,0,0,0,0
15.0,67.82,6,1,1,1
31.1,69.38,0,2,1,0
9.6,77.33,2,2,0,1
4.7,35.77,2,0,0,0
10.6,49.66,0,0,1,0
7.3,99.58,3,1,0,1
23.7,57.14,1,0,0,0
20.7,63.32,1,0,0,0
27.1,57.03,1,0,1,0
13.5,35.07,2,0,1,1
49.3,43.49,2,1,1,0
22.9,72.41,4,0,1,1
23.4,51.56,1,2,0,1
28.4,105.54,1,0,0,0
21.4,35.04,2,0,0,0
17.5,26.15,1,2,0,1
24.7,57.16,0,1,1,0
33.0,40.81,1,2,1,0
30.5,92.61,0,2,0,0
33.3,56.48,2,2,0,0
18.2,75.33,4,0,1,1
16.1,36.63,0,2,1,0
43.9,78.21,1,1,1,0
21.5,77.67,0,2,1,0
28.7,89.67,0,0,0,0
31.3,69.26,0,1,1,0
38.1,75.19,0,1,1,0
10.4,68.19,0,0,1,1
19.1,83.33,0,0,0,1
19.5,56.58,0,0,1,0
20.9,75.72,1,0,1,0
0.0,53.44,0,1,0,0
22.9,78.95,2,0,0,1
0.0,59.27,2,1,1,1
26.9,51.82,0,0,0,0
29.3,51.24,2,0,1,0
29.9,94.23,1,0,0,0
11.8,33.64,0,0,0,1
33.5,35.14,4,2,0,0
15.3,77.54,0,1,0,0
11.6,44.88,2,0,1,1
14.1,55.47,3,2,1,0
15.4,54.92,2,2,1,0
25.6,110.39,3,1,0,1
32.2,51.33,2,0,1,0
2.9,50.35,2,1,1,1
18.5,57.01,3,0,0,0
32.9,69.44,1,1,0,0
26.0,74.83,3,0,0,0
29.0,35.4,1,0,0,0
9.0,73.77,0,0,0,0
33.5,103.92,1,1,0,0
8.3,29.12,2,1,0,1
25.9,76.39,1,0,0,0
37.6,80.27,3,0,0,1
42.8,67.98,1,0,0,0
29.1,60.97,1,0,1,0
32.8,17.78,3,1,1,0
17.9,88.89,1,0,0,1
19.2,58.4,1,1,1,0
35.7,60.76,1,2,1,0
24.0,89.44,1,0,1,1
22.7,18.08,3,0,0,0
9.9,63.52,0,0,1,0
25.5,76.81,2,0,1,1
30.5,79.29,1,1,1,0
16.1,77.07,3,2,0,0
18.9,105.69,2,1,1,1
39.8,70.58,1,0,1,1
25.8,85.28,1,1,0,0
21.1,80.36,4,2,0,0
12.6,35.31,3,0,0,0
17.8,49.58,1,0,0,1
21.5,106.61,0,1,0,0
37.7,59.52,1,0,1,0
17.9,63.64,2,0,0,1
41.9,38.63,1,0,1,0
14.7,58.11,1,0,1,1
20.4,38.71,4,1,1,0
32.4,52.8,1,0,0,0
21.6,76.05,0,1,0,0
15.7,48.36,2,1,0,1
22.7,52.69,2,1,0,0
28.5,91.74,1,0,1,0
6.8,74.39,1,2,1,1
21.5,75.31,0,1,0,0
22.9,84.88,0,0,1,1
20.0,53.96,2,2,1,0
31.4,57.18,2,1,1,0
18.3,23.81,1,2,0,0
20.4,79.65,1,0,1,1
24.4,60.84,1,1,1,0
31.3,64.9,1,0,0,0
21.8,43.18,4,0,1,1
39.2,77.38,0,1,0,0
14.9,77.52,3,0,1,1
36.9,68.62,3,1,1,0
15.4,33.2,2,1,1,0
22.4,48.14,1,1,0,0
27.6,64.3,2,0,0,0
44.5,48.25,2,2,1,0
33.0,72.71,4,1,0,0
19.9,85.11,1,0,1,1
37.0,49.88,3,1,1,0
21.9,61.37,2,0,1,1
16.1,51.29,2,1,1,0
28.5,85.62,0,0,1,0
24.9,82.93,0,0,1,0
33.5,118.23,0,0,0,0
18.5,65.14,2,1,1,0
27.8,46.32,2,1,1,0
30.3,73.19,0,0,1,1
26.8,60.35,1,0,1,0
23.7,68.82,0,1,1,0
17.0,89.88,1,0,1,1
33.0,59.31,2,0,0,0
25.4,79.47,2,2,1,1
29.0,22.68,5,1,1,0
20.5,86.18,2,1,1,0
24.1,67.72,2,0,1,0
13.6,60.25,2,1,1,0
24.9,55.04,0,0,1,0
31.7,93.39,3,1,0,1
24.9,54.94,0,1,1,0
32.6,90.44,0,0,0,0
27.1,54.95,1,0,0,0
37.6,66.02,2,2,1,0
22.1,72.22,0,2,0,0
7.6,105.62,0,0,0,0
28.3,70.13,0,0,0,0
22.3,69.89,1,0,1,1
14.3,63.84,2,1,0,1
30.5,59.16,0,0,0,1
26.6,53.07,0,1,1,0
28.5,101.38,2,0,0,1
20.7,94.62,2,1,1,1
26.0,51.48,2,1,1,0
26.5,68.46,1,1,0,0
41.7,41.72,0,0,0,0
17.2,84.09,1,2,0,0
23.9,79.01,1,0,1,0
27.6,67.53,1,1,0,0
6.8,49.14,0,0,1,0
8.0,80.61,1,2,0,1
45.7,77.64,0,0,0,0
6.3,61.72,3,2,1,0
29.7,80.05,3,0,0,0
15.5,38.42,1,0,1,0
16.4,53.33,1,0,1,0
4.2,46.27,3,2,1,0
15.0,67.57,2,0,1,0
31.8,98.65,3,1,1,0
10.1,66.26,3,2,1,0
30.0,88.03,2,1,1,0
27.1,64.65,0,0,0,1
44.2,57.15,1,1,0,0
19.3,85.52,1,0,1,1
36.6,76.11,2,0,1,0
32.9,93.63,1,0,0,1
21.1,84.72,2,0,0,1
7.4,48.98,2,0,1,1
39.1,14.26,0,1,1,0
10.4,67.95,1,0,0,0
19.3,41.67,1,0,0,0
32.8,37.0,1,0,0,0
35.2,35.56,4,1,1,0
15.5,52.35,1,1,0,0
23.7,61.17,1,1,0,0
21.4,65.27,1,1,1,0
35.8,106.05,1,2,0,0
49.0,40.9,1,0,1,0
5.7,64.93,1,0,0,0
33.2,40.26,1,2,0,0
0.0,45.23,1,2,1,0
24.1,66.46,0,0,0,0
12.9,73.49,0,0,1,1
43.9,39.41,1,0,1,0
25.7,87.99,1,0,0,1
16.6,46.51,0,1,0,1
19.0,84.27,0,2,0,0
18.2,64.06,1,2,1,0
25.9,83.22,1,0,1,0
22.4,76.43,6,0,1,1
30.6,59.36,1,0,1,1
39.4,74.65,2,1,1,1
31.0,38.23,3,2,1,0
11.7,39.08,3,0,1,1
7.8,57.96,0,0,0,1
16.4,92.52,2,1,1,1
34.5,50.13,1,0,0,1
20.6,53.1,2,1,0,1
17.3,98.36,0,2,1,0
25.4,65.93,1,2,0,0
9.8,65.07,2,1,0,0
12.6,44.06,1,1,1,0
29.1,66.27,1,0,1,1
21.0,76.92,1,0,0,1
19.5,63.94,0,1,0,0
27.2,80.34,3,0,0,1
18.2,71.63,1,1,1,0
17.1,86.05,1,0,0,1
19.4,81.58,2,0,1,0
30.0,62.38,5,2,1,0
24.6,82.44,3,0,1,1
12.1,101.15,1,0,0,1
21.0,71.12,1,2,0,1
30.5,40.63,0,2,1,0
42.7,68.87,3,1,0,0
12.6,61.06,2,2,0,0
27.4,116.86,2,0,0,1
21.4,80.12,3,0,0,1
32.3,42.87,2,0,1,0
28.5,61.23,1,0,1,0
38.7,94.21,1,2,1,0
29.2,41.73,2,1,0,0
18.5,55.11,4,0,1,1
18.6,64.95,3,0,0,1
28.1,61.94,3,0,0,1
27.9,53.03,1,0,0,0
48.0,67.49,3,0,1,1
40.8,36.63,2,2,0,0
12.3,53.26,0,1,0,0
27.5,52.84,2,1,1,0
10.7,58.77,1,2,0,0
7.4,58.79,2,2,1,1
31.4,64.69,0,1,1,0
29.5,57.77,1,1,1,0
13.6,56.35,2,0,1,1
40.4,71.9,5,0,1,1
14.2,82.66,2,1,0,1
12.3,83.89,2,1,0,1
30.5,41.6,3,2,0,0
26.2,69.57,0,2,0,0
22.4,79.56,0,0,1,1
23.3,59.28,0,0,0,0
26.2,73.95,0,0,0,0
22.6,60.2,0,0,0,0
22.3,72.13,2,1,1,1
5.0,34.13,1,0,0,1
10.6,73.8,0,2,0,0
30.1,54.93,3,1,0,0
17.0,49.86,1,2,1,0
29.5,58.57,2,0,1,0
36.4,84.27,4,1,0,1
20.5,83.41,3,0,0,0
26.8,69.51,1,0,0,0
44.8,81.81,1,1,0,0
30.9,56.39,0,1,1,0
42.4,39.63,0,0,1,0
39.3,27.21,5,1,1,0
31.5,63.88,2,2,0,1
22.9,61.57,2,1,0,1
15.6,65.22,1,0,0,0
12.9,65.84,2,2,1,1
28.9,88.85,1,0,1,0
28.7,46.08,0,1,1,0
22.3,49.0,1,2,1,0
32.5,102.8,2,0,1,1
18.0,79.84,1,0,0,0
35.1,58.43,1,2,1,0
24.4,23.7,1,1,1,0
23.6,47.44,2,1,1,0
24.0,57.23,3,1,0,0
23.0,62.74,4,0,0,0
48.9,68.2,4,0,1,1
7.9,59.85,0,0,1,0
25.8,87.32,5,1,0,1
36.4,40.65,2,1,1,0
31.2,58.69,1,1,0,0
21.0,50.77,0,0,1,0
41.4,79.81,1,2,1,0
13.3,67.87,1,1,1,0
10.9,80.09,0,0,1,0
29.7,65.86,2,0,1,0
9.5,139.35,0,1,1,0
0.2,78.73,3,1,0,1
32.8,49.26,3,0,0,0
31.6,64.21,1,0,0,0
31.3,56.29,0,0,0,0
19.1,79.48,3,0,0,0
25.8,83.75,2,2,1,0
14.3,72.02,1,0,0,0
41.3,60.79,1,0,1,0
31.9,51.06,0,0,0,0
31.4,96.52,0,0,0,0
4.5,86.81,2,1,1,1
32.1,10.0,0,1,1,0
38.9,65.87,0,0,0,0
36.2,47.76,2,2,1,0
31.9,57.05,4,2,0,1
24.0,98.45,0,2,1,0
20.6,41.94,2,0,0,0
30.0,43.81,1,1,0,0
27.8,113.73,1,1,0,0
26.4,55.18,3,0,1,1
20.9,60.0,3,2,1,0
40.8,87.62,3,0,0,0
12.3,54.59,3,1,1,1
23.8,65.54,4,1,0,1
18.2,69.76,0,1,0,0
34.3,93.05,1,1,1,0
38.3,32.58,3,1,0,0
36.4,48.24,1,2,0,0
31.6,62.36,1,0,1,0
10.0,83.16,2,0,0,1
44.8,52.12,1,2,0,0
29.2,74.23,0,0,1,0
22.9,54.72,2,0,1,1
24.2,57.1,3,1,0,0
20.6,90.48,1,1,1,1
28.2,60.28,0,0,0,0
27.1,124.23,2,1,0,1
20.4,72.19,2,0,1,0
0.0,87.52,4,0,0,1
23.6,79.84,2,0,1,1
28.8,33.88,2,1,0,0
29.3,34.2,2,0,1,1
22.5,74.74,2,0,0,1
28.5,42.88,3,1,1,0
34.3,54.05,4,0,0,1
19.3,58.27,2,1,1,1
38.7,46.66,0,0,1,0
4.4,88.67,3,2,0,1
11.4,80.58,5,0,0,1
14.9,68.5,2,2,0,0
0.0,76.22,0,1,1,0
14.0,46.86,1,0,0,0
36.5,82.49,4,1,1,1
36.4,47.99,2,1,0,0
25.0,96.22,1,0,0,0
41.2,51.64,1,2,0,0
26.4,53.9,2,0,0,1
19.0,88.29,0,0,0,0
26.4,77.99,0,1,0,0
22.6,45.9,2,0,1,0
31.4,77.08,2,1,0,0
9.0,64.99,2,0,1,1
34.0,65.37,0,2,1,0
19.4,77.4,1,0,0,1
32.6,77.36,3,0,1,0
8.6,85.41,3,0,1,1
19.8,74.69,3,0,1,1
24.8,71.58,1,2,0,0
33.0,63.03,2,2,0,0
11.8,94.99,2,2,0,0
40.7,49.47,0,1,1,0
28.8,103.3,1,0,0,1
18.7,108.73,2,0,1,0
36.2,108.46,1,2,1,0
25.0,62.33,2,0,0,0
35.6,107.2,2,1,0,0
47.2,88.09,2,2,1,0
31.7,86.57,2,2,1,0
18.7,131.01,2,1,0,0
19.7,69.11,3,0,1,1
29.8,76.62,3,0,1,1
26.9,40.02,1,2,1,1
15.7,20.74,0,0,1,0
17.3,70.97,1,2,1,0
30.7,73.8,1,0,1,0
47.5,79.33,0,2,1,0
0.0,71.3,0,1,0,0
31.2,25.37,2,2,1,0
21.9,72.71,1,0,1,0
31.8,87.67,1,1,0,0
32.7,96.67,1,1,1,1
24.5,46.22,1,2,1,0
13.8,47.35,3,2,0,0
10.0,51.28,2,0,0,1
5.3,52.37,1,0,0,0
36.2,32.71,1,2,0,0
21.9,51.42,0,2,0,0
18.6,96.8,3,2,0,0
21.2,43.88,2,2,0,0
10.6,27.64,1,2,0,0
27.0,59.51,2,1,0,0
37.2,54.9,0,1,0,0
35.4,78.62,1,1,1,0
8.3,50.13,0,1,0,0
37.6,61.36,4,1,1,1
16.4,48.16,2,0,1,1
4.9,45.49,2,1,0,0
11.7,72.37,0,0,1,1
14.3,67.4,3,0,0,1
23.9,63.87,2,1,1,0
13.7,75.31,0,0,1,1
8.9,48.4,1,1,1,0
21.4,65.32,1,0,0,1
43.2,69.03,1,0,0,0
17.0,88.6,3,2,0,1
28.6,27.01,4,1,1,1
24.8,57.86,0,0,0,0
50.6,73.89,1,2,1,0
5.0,53.33,0,2,0,0
35.0,66.72,2,2,1,0
11.2,78.64,3,2,0,1
18.1,74.5,1,0,1,1
23.0,30.33,2,1,0,0
55.9,40.72,1,2,1,0
16.4,10.0,0,0,0,0
5.1,77.97,1,0,0,1
37.0,69.11,3,0,0,0
15.6,91.86,2,2,1,1
21.6,65.92,3,0,0,1
23.8,41.95,1,2,0,0
25.0,86.37,0,0,0,0
22.3,38.42,1,0,1,0
26.7,64.81,2,0,0,0
27.9,60.72,1,0,0,0
32.5,80.45,1,0,0,0
19.7,83.13,0,0,0,1
16.5,56.37,0,0,1,1
13.4,50.18,0,0,0,0
29.9,63.88,3,1,0,0
23.5,53.28,2,0,0,1
29.5,83.95,2,1,1,1
29.4,72.46,3,0,0,0
40.9,92.87,3,2,1,0
26.1,117.27,0,0,0,0
31.5,47.51,0,2,0,0
12.0,52.81,2,1,0,0
13.2,74.5,0,2,1,0
20.9,72.96,1,0,0,0
11.8,57.95,1,0,0,1
30.9,30.44,1,1,1,0
10.7,115.97,1,1,0,1
24.7,66.59,2,0,1,0
0.0,41.42,1,0,0,1
13.0,16.66,4,0,1,1
20.6,93.06,2,0,1,1
21.4,71.53,2,0,0,1
6.1,64.97,0,0,1,1
25.1,44.01,2,0,1,0
33.7,62.81,0,0,1,0
30.5,57.05,2,1,1,0
17.4,14.64,1,0,1,0
18.1,118.71,0,2,1,0
12.1,73.72,3,0,0,0
30.3,57.97,0,0,0,0
38.4,45.41,3,0,1,0
18.7,52.68,1,0,0,0
7.0,113.67,1,1,0,1
26.0,72.81,1,0,1,1
31.1,37.97,1,0,1,0
0.0,82.78,0,0,0,1
25.4,74.87,0,1,0,0
45.6,75.45,1,2,0,0
32.2,62.18,3,1,0,1
29.5,61.42,1,1,1,0
28.0,69.15,1,1,1,0
34.6,60.59,1,1,0,0
14.6,36.37,2,2,1,0
15.5,44.62,0,2,0,0
28.1,64.98,0,2,0,0
17.1,32.54,3,1,0,1
26.6,62.08,3,0,0,0
4.9,58.38,4,0,0,1
31.6,79.58,0,1,1,1
32.5,68.05,0,0,0,0
24.4,58.78,0,0,0,0
25.6,58.81,2,2,0,0
40.2,73.5,2,0,1,1
13.2,83.71,2,1,0,1
14.9,43.13,3,1,1,1
13.1,33.86,2,2,1,0
19.8,49.74,3,2,1,0
13.9,18.17,0,0,0,0
24.4,48.93,2,0,0,1
17.5,81.58,3,1,0,1
9.5,84.57,2,2,1,0
8.5,95.79,0,2,1,1
36.1,66.12,4,0,1,0
23.3,67.93,1,1,1,0
21.7,52.85,1,2,0,0
24.3,54.23,2,0,1,1
23.2,70.59,1,1,0,0
31.6,83.16,2,1,1,0
29.6,73.43,0,1,1,0
18.1,23.83,1,1,0,0
15.8,74.75,2,2,1,1
13.1,64.81,4,0,1,1
11.5,52.79,0,1,1,0
38.0,67.57,1,2,0,0
14.8,82.85,0,2,1,0
3.8,67.56,5,1,1,1
15.6,50.08,1,2,0,0
16.1,132.34,0,0,0,1
27.3,51.92,1,1,1,0
15.1,74.03,1,0,0,0
29.3,90.09,1,0,1,1
27.9,47.26,4,1,0,0
36.7,75.74,2,2,0,0
45.7,47.51,0,0,1,0
52.5,59.27,2,0,1,0
37.5,49.31,0,1,0,0
12.4,100.16,0,0,0,0
20.0,36.85,1,1,0,0
26.5,75.03,0,1,1,0
44.7,65.35,1,0,0,0
30.8,24.61,2,2,0,0
36.0,99.6,1,1,0,0
22.3,53.13,4,0,1,1
29.9,59.33,3,2,1,0
31.2,68.98,1,0,0,0
19.4,46.3,0,2,1,0
31.8,48.96,0,0,0,0
34.7,63.85,2,0,0,1
22.4,46.85,1,0,1,0
34.2,66.57,0,0,1,0
40.5,90.15,0,0,0,0
24.7,44.12,2,0,0,0
24.0,32.64,0,0,0,0
20.9,61.91,1,2,0,0
17.8,72.68,3,2,1,1
25.6,78.09,2,1,1,0
19.9,42.47,2,0,1,0
20.9,17.07,0,1,0,0
16.3,82.29,3,1,0,1
8.6,78.93,0,0,0,0
14.6,95.05,2,1,1,1
27.3,45.12,2,0,0,0
12.2,75.91,5,0,0,1
17.5,84.86,3,1,0,1
40.4,27.53,0,2,0,0
35.3,85.83,2,1,0,0
17.1,93.37,2,1,0,0
30.0,76.25,0,0,0,0
17.5,75.42,2,0,1,1
40.3,79.49,2,0,0,0
18.1,59.32,1,0,0,1
24.8,35.61,2,1,0,1
37.8,45.95,0,0,0,1
15.7,60.97,0,1,0,0
37.0,47.48,1,2,0,0
15.8,85.17,0,1,0,0
26.4,56.33,1,0,1,0
21.0,62.28,2,0,0,0
23.1,28.95,1,1,0,0
25.6,72.51,3,1,0,0
23.3,50.38,1,0,1,0
13.8,94.88,1,2,0,0
32.7,29.92,2,0,0,0
31.2,71.05,1,0,1,0
36.9,56.39,2,2,1,0
37.8,57.25,2,0,0,0
10.6,98.73,1,1,0,0
36.9,83.79,1,0,0,0
37.0,47.44,6,2,1,0
18.7,92.55,4,0,0,1
34.4,51.45,2,0,1,0
38.7,80.52,0,0,1,0
18.6,29.68,0,0,0,0
10.2,58.06,0,1,0,0
20.4,58.72,1,1,1,0
51.9,57.93,0,2,1,0
26.4,32.63,1,1,1,0
11.9,26.49,2,2,1,0
21.5,64.21,0,2,1,0
14.1,76.72,2,1,1,1
20.0,65.23,4,1,0,0
25.0,57.72,0,0,0,1
0.0,34.34,2,0,1,1
27.6,59.16,1,2,0,0
38.1,53.39,2,0,1,1
22.0,50.14,0,2,0,0
20.2,68.13,1,0,1,0
34.9,68.04,2,0,1,0
11.3,72.62,2,0,0,0
11.5,59.44,2,0,0,1
10.1,47.88,1,1,1,0
22.4,60.62,0,0,1,0
27.9,58.34,1,0,1,1
23.1,31.67,0,0,0,0
29.5,57.57,0,1,0,0
32.3,31.27,2,2,1,0
29.0,25.02,0,0,1,0
15.9,48.04,1,1,0,0
21.3,51.64,1,0,0,0
36.5,78.46,1,1,0,0
13.5,58.31,1,0,1,1
21.5,75.11,0,1,0,0
19.8,93.4,0,2,1,0
22.2,66.91,0,0,0,0
13.2,72.11,0,0,0,0
10.5,50.66,1,1,1,0
49.6,80.94,1,0,1,0
33.5,65.67,3,0,1,0
16.9,65.81,1,2,1,0
23.4,41.93,4,0,1,1
30.8,45.76,3,2,0,0
20.6,51.02,1,1,1,0
30.2,66.57,1,2,1,0
17.8,86.31,2,1,0,1
20.4,34.18,2,1,1,0
23.2,57.16,1,0,1,0
19.4,58.28,2,1,0,0
0.0,110.04,2,2,1,1
24.2,60.46,1,0,0,1
26.6,53.71,1,1,0,0
28.8,79.36,1,0,1,1
14.1,42.25,5,0,0,1
27.4,75.27,2,0,1,0
26.2,30.92,3,2,1,0
6.3,104.91,1,0,0,0
2.0,63.51,3,0,1,1
28.8,55.86,2,1,0,0
14.5,38.12,3,0,1,1
34.0,61.39,3,1,0,1
45.4,66.07,1,1,1,0
18.2,49.8,3,1,0,0
17.1,88.27,2,0,1,1
23.9,57.84,3,0,1,1
30.7,66.3,3,1,0,0
12.6,70.13,0,0,1,1
36.5,91.66,2,2,0,0
33.9,56.81,1,1,1,0
30.6,65.87,4,1,0,1
18.6,70.35,0,0,1,0
33.2,76.76,2,0,0,0
32.6,27.79,1,0,1,0
12.0,87.52,2,0,0,0
44.9,62.09,2,0,0,0
21.0,50.09,3,0,0,1
27.7,63.94,4,2,1,1
18.8,26.11,3,0,1,1
27.8,49.22,0,0,0,0
35.6,68.34,0,0,1,0
15.9,91.79,2,1,0,1
7.4,62.96,0,1,0,0
19.5,72.55,4,2,1,0
10.9,58.75,3,1,1,1
16.4,81.88,1,0,0,0
22.7,56.66,1,0,1,0
23.4,73.87,1,1,1,1
36.9,57.97,2,1,1,0
13.9,45.31,0,2,1,0
27.5,44.81,1,2,1,0
18.9,51.78,1,1,1,0
37.7,87.9,1,1,0,0
49.3,128.57,2,1,1,1
27.0,60.69,0,0,0,0
40.7,49.96,1,0,0,0
18.7,75.38,1,0,0,0
8.0,74.53,2,0,1,1
11.3,54.15,1,0,0,1
8.2,103.21,1,0,0,1
14.5,82.33,2,1,1,1
21.6,83.71,2,1,0,1
35.5,66.15,2,1,1,0
31.0,67.49,4,0,1,0
28.6,84.38,1,2,0,0
19.8,37.03,1,0,1,0
16.8,48.79,0,0,0,0
24.3,66.71,1,0,0,1
25.4,35.64,0,0,1,0
26.6,97.85,3,0,1,1
27.7,52.5,1,1,0,0
22.8,56.38,0,0,0,0
4.8,71.47,4,0,1,1
12.8,95.17,2,1,0,1
15.7,64.14,3,0,0,1
41.0,49.63,0,2,1,0
19.7,46.32,1,0,1,0
30.8,69.65,2,0,0,0
38.6,53.4,0,2,1,0
27.3,112.5,1,0,0,0
20.1,90.18,0,2,1,0
21.1,10.0,2,1,0,0
13.8,46.4,1,1,1,0
27.1,72.06,2,0,1,0
35.3,111.3,0,0,0,0
29.7,24.61,2,0,1,0
31.7,56.14,3,2,1,0
31.2,89.1,2,2,0,1
44.0,51.13,3,0,1,0
17.7,66.43,1,0,0,0
25.6,54.99,2,1,0,0
31.1,78.43,3,1,0,0
36.5,43.02,1,0,1,0
0.0,65.46,0,1,0,1
18.8,35.9,1,0,1,0
21.9,84.54,1,0,1,1
13.7,77.11,2,0,1,1
32.5,64.27,1,1,1,0
26.2,65.74,1,1,1,0
20.0,65.55,0,0,0,0
7.7,57.61,1,1,1,1
10.8,68.14,3,2,1,1
14.1,72.34,0,1,1,0
28.5,63.62,4,0,1,0
11.8,53.11,0,1,1,0
3.3,56.87,4,0,1,1
9.5,55.83,1,0,1,1
18.1,74.08,1,0,0,1
40.7,68.09,2,0,1,0
49.0,104.46,1,0,0,0
19.2,61.54,2,1,0,0
33.4,66.51,2,0,0,0
38.0,52.42,2,1,0,0
36.8,67.02,5,0,1,1
22.8,56.11,2,0,0,0
11.0,47.82,4,0,1,1
19.1,68.23,1,0,1,0
5.4,96.83,1,0,1,1
26.4,47.69,1,1,1,0
31.8,51.97,1,0,0,0
5.1,64.21,0,0,0,0
23.5,70.07,1,0,1,1
26.9,91.0,1,2,0,0
36.5,52.03,0,1,1,0
37.8,62.18,2,1,0,0
32.0,49.03,2,1,1,0
17.1,47.4,1,0,0,1
20.3,55.41,1,0,0,0
36.0,42.52,0,0,0,0
17.9,73.74,0,0,0,0
23.6,85.8,2,0,0,1
39.6,54.39,0,1,1,0
25.3,50.63,1,0,1,1
10.3,91.12,2,1,1,1
21.0,60.33,3,1,1,1
30.4,94.31,1,0,0,0
22.1,10.0,0,1,1,0
35.6,61.24,2,1,0,0
36.8,44.18,0,0,0,0
17.5,53.85,1,1,1,0
19.0,80.64,2,0,1,1
23.0,86.13,0,0,0,0
12.0,61.02,1,0,0,0
27.8,83.22,1,1,0,0
22.2,42.08,1,1,1,0
31.9,69.9,1,1,1,0
18.0,61.38,0,0,0,0
15.2,30.45,1,1,0,0
